ID,Manufacturing Site,First Line Designation,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Unit Price,Weight (Kilograms),Line Item Insurance (USD),Freight Cost (USD)
84751,"Strides, Bangalore, India.",Yes,60,635,1549.4,0.04,1779,2.17,9325.16
84752,Mylan (formerly Matrix) Nashik,Yes,60,60794,147121.48,0.04,6003,206.26,7423.38
84753,"Aurobindo Unit III, India",Yes,30,34760,132435.6,0.13,3367,185.67,12589.74
84754,"Strides, Bangalore, India.",No,30,5308,20223.48,0.13,See DN-2851 (ID#:84753),28.35,See DN-2851 (ID#:84753)
84755,Mylan (formerly Matrix) Nashik,No,120,965,28641.2,0.25,See DN-2853 (ID#:83080),40.15,See DN-2853 (ID#:83080)
84756,"Strides, Bangalore, India.",Yes,30,22122,84284.82,0.13,1409,118.17,3855.95
84757,Hetero Unit III Hyderabad IN,No,60,100000,242000,0.04,See DN-2865 (ID#:82514),339.28,See DN-2865 (ID#:82514)
84758,Mylan (formerly Matrix) Nashik,No,60,7126,55012.72,0.13,See DN-2873 (ID#:82515),77.13,See DN-2873 (ID#:82515)
84759,Mylan (formerly Matrix) Nashik,No,60,13784,178640.64,0.22,See DN-2883 (ID#:83630),250.45,See DN-2883 (ID#:83630)
84760,"Cipla, Goa, India",No,60,1975,4542.5,0.04,See DN-2889 (ID#:83631),6.37,See DN-2889 (ID#:83631)
84761,"Aurobindo Unit III, India",Yes,30,120954,440272.56,0.12,11369,617.26,15459.09
84762,"Aurobindo Unit III, India",Yes,90,2548,21046.48,0.09,370,29.51,15459.09
84763,Hetero Unit III Hyderabad IN,Yes,60,12847,27749.52,0.04,798,38.9,15459.09
84764,Mylan (formerly Matrix) Nashik,Yes,60,53733,148303.08,0.05,2232,207.92,6933.76
84765,Hetero Unit III Hyderabad IN,No,30,22783,122116.88,0.18,See DN-2921 (ID#:82527),171.21,See DN-2921 (ID#:82527)
84766,Mylan (formerly Matrix) Nashik,Yes,60,2067,26788.32,0.22,220,37.56,1616.45
84767,"Cipla, Goa, India",Yes,60,35061,237012.36,0.11,2247,391.07,8194.09
84768,"Aurobindo Unit III, India",No,60,1980,25660.8,0.22,See DN-2934 (ID#:83094),31.74,See DN-2934 (ID#:83094)
84769,Mylan (formerly Matrix) Nashik,No,60,9696,93275.52,0.16,See DN-2934 (ID#:83094),115.38,See DN-2934 (ID#:83094)
84770,Mylan (formerly Matrix) Nashik,Yes,60,36180,279309.6,0.13,2907,391.59,11320.56
84771,"Aurobindo Unit III, India",No,60,728,1761.76,0.04,See DN-2946 (ID#:82531),2.47,See DN-2946 (ID#:82531)
84772,Hetero Unit III Hyderabad IN,No,60,35011,84726.62,0.04,See DN-2946 (ID#:82531),118.79,See DN-2946 (ID#:82531)
84773,Hetero Unit III Hyderabad IN,No,60,4290,10381.8,0.04,See DN-2951 (ID#:82532),14.56,See DN-2951 (ID#:82532)
84774,Hetero Unit III Hyderabad IN,No,30,149952,803742.72,0.18,See DN-2945 (ID#:82533),1126.85,See DN-2945 (ID#:82533)
84775,"Aurobindo Unit III, India",No,30,7640,27809.6,0.12,See DN-2954 (ID#:82534),38.99,See DN-2954 (ID#:82534)
84776,"Cipla, Goa, India",Yes,60,10727,46126.1,0.07,945,64.67,7579.6
84777,Hetero Unit III Hyderabad IN,Yes,60,70647,156836.34,0.04,4067,219.88,14050.13
84778,Mylan (formerly Matrix) Nashik,Yes,60,5701,23659.15,0.07,338,33.17,3487.55
84779,Mylan (formerly Matrix) Nashik,No,60,1485,11464.2,0.13,See DN-2952 (ID#:82537),16.07,See DN-2952 (ID#:82537)
84780,"Strides, Bangalore, India.",No,30,636,2264.16,0.12,See DN-2989 (ID#:84216),3.17,See DN-2989 (ID#:84216)
84781,"Cipla, Goa, India",No,60,3600,26172,0.12,See DN-2989 (ID#:84216),36.69,See DN-2989 (ID#:84216)
84782,"Aurobindo Unit VII, IN",No,30,119481,574703.61,0.16,See DN-2989 (ID#:84216),805.73,See DN-2989 (ID#:84216)
84783,"Aurobindo Unit III, India",No,30,8326,53119.88,0.21,See DN-2994 (ID#:82541),74.47,See DN-2994 (ID#:82541)
84784,"Aurobindo Unit III, India",Yes,60,49295,113871.45,0.04,12032,159.65,29780.5
84785,"Aurobindo Unit III, India",No,120,12440,308014.4,0.21,See DN-3001 (ID#:83651),381.01,See DN-3001 (ID#:83651)
84786,Mylan (formerly Matrix) Nashik,No,30,240,969.6,0.13,See DN-3001 (ID#:83651),1.2,See DN-3001 (ID#:83651)
84787,"Cipla, Goa, India",No,60,562,1292.6,0.04,See DN-3014 (ID#:83655),1.6,See DN-3014 (ID#:83655)
84788,"Hetero, Jadcherla, unit 5, IN",No,30,30000,99900,0.11,See DN-3023 (ID#:83111),140.06,See DN-3023 (ID#:83111)
84789,"Aurobindo Unit III, India",No,60,3600,26172,0.12,See DN-3030 (ID#:82549),36.69,See DN-3030 (ID#:82549)
84790,Hetero Unit III Hyderabad IN,No,60,176693,399326.18,0.04,See DN-3030 (ID#:82549),559.86,See DN-3030 (ID#:82549)
84791,"Aurobindo Unit III, India",Yes,60,25680,186693.6,0.12,3988,230.94,39037.7
84792,"Aurobindo Unit III, India",Yes,60,216,285.12,0.02,165,0.35,3048.08
84793,Hetero Unit III Hyderabad IN,No,60,1980,3940.2,0.03,See DN-3015 (ID#:82554),4.87,See DN-3015 (ID#:82554)
84794,"Aurobindo Unit III, India",No,60,7392,16705.92,0.04,See DN-3015 (ID#:82554),20.67,See DN-3015 (ID#:82554)
84795,Mylan (formerly Matrix) Nashik,No,30,4500,18180,0.13,See DN-3046 (ID#:83119),25.49,See DN-3046 (ID#:83119)
84796,Hetero Unit III Hyderabad IN,Yes,60,40869,92363.94,0.04,2520,114.25,15000
84797,Hetero Unit III Hyderabad IN,Yes,60,40000,92400,0.04,2452,114.3,5520.86
84798,Mylan (formerly Matrix) Nashik,Yes,30,20160,244137.6,0.4,2268,302,9405.8
84799,Mylan (formerly Matrix) Nashik,Yes,30,97351,1178920.61,0.4,11667,1652.85,4120.7
84800,Hetero Unit III Hyderabad IN,No,60,1276,2883.76,0.04,See DN-3069 (ID#:83124),3.57,See DN-3069 (ID#:83124)
84801,"Strides, Bangalore, India.",No,90,66,481.8,0.08,See DN-3080 (ID#:82562),0.6,See DN-3080 (ID#:82562)
84802,"Aurobindo Unit III, India",Yes,240,442,5339.36,0.05,118,6.6,8600
84803,"Aurobindo Unit III, India",No,240,552,1021.2,0.01,See DN-3096 (ID#:83671),1.26,See DN-3096 (ID#:83671)
84804,Mylan (formerly Matrix) Nashik,Yes,60,1152,4780.8,0.07,78,5.91,1342.44
84805,"Aurobindo Unit III, India",No,60,86152,626325.04,0.12,See DN-3075 (ID#:83129),878.11,See DN-3075 (ID#:83129)
84806,"Aurobindo Unit III, India",No,240,583,1136.85,0.01,See DN-3099 (ID#:82566),1.41,See DN-3099 (ID#:82566)
84808,Hetero Unit III Hyderabad IN,No,60,8807,22898.2,0.04,See DN-3108 (ID#:82568),28.33,See DN-3108 (ID#:82568)
84809,Hetero Unit III Hyderabad IN,Yes,60,100000,727000,0.12,36920,899.3,7852.98
84810,Mylan (formerly Matrix) Nashik,No,30,192,775.68,0.13,See DN-3122 (ID#:82570),0.96,See DN-3122 (ID#:82570)
84811,"Aurobindo Unit VII, IN",No,30,1613,7581.1,0.16,See DN-3121 (ID#:83677),9.38,See DN-3121 (ID#:83677)
84812,Hetero Unit III Hyderabad IN,No,30,100000,470000,0.16,See DN-3131 (ID#:83136),581.39,See DN-3131 (ID#:83136)
84813,Hetero Unit III Hyderabad IN,Yes,60,270,537.3,0.03,15,0.66,735.24
84814,"Strides, Bangalore, India.",Yes,30,80000,266400,0.11,4847,329.54,14547.55
84816,"Cipla, Goa, India",No,60,3173,22211,0.12,See DN-3153 (ID#:82575),27.48,See DN-3153 (ID#:82575)
84817,"Cipla, Goa, India",No,60,12106,52055.8,0.07,See DN-3155 (ID#:84260),64.39,See DN-3155 (ID#:84260)
84819,Mylan (formerly Matrix) Nashik,Yes,30,249965,3239546.4,0.43,28182,4541.84,17650.15
84820,Hetero Unit III Hyderabad IN,Yes,30,100000,1052000,0.35,14783,1301.32,14547.55
84821,"Aurobindo Unit III, India",No,60,87384,611688,0.12,See DN-3186 (ID#:83688),857.59,See DN-3186 (ID#:83688)
84822,Mylan (formerly Matrix) Nashik,No,30,7044,74102.88,0.35,Weight Captured Separately,91.67,Freight Included in Commodity Cost
84824,"Aurobindo Unit III, India",No,30,63610,211821.3,0.11,See DN-3199 (ID#:84270),262.02,See DN-3199 (ID#:84270)
84825,Hetero Unit III Hyderabad IN,Yes,30,46600,490232,0.35,6107,687.31,23753.64
84826,"Aurobindo Unit III, India",Yes,60,120000,271200,0.04,11419,335.47,11941.65
84827,"Aurobindo Unit III, India",Yes,120,3831,83439.18,0.18,1094,103.21,20761
84828,Hetero Unit III Hyderabad IN,Yes,30,10415,109565.8,0.35,1400,135.53,5718.69
84829,"Aurobindo Unit VII, IN",No,30,5800,27260,0.16,See DN-3228 (ID#:82588),33.72,See DN-3228 (ID#:82588)
84830,"Aurobindo Unit III, India",No,60,70000,600600,0.14,See DN-3227 (ID#:82589),742.94,See DN-3227 (ID#:82589)
84831,"Strides, Bangalore, India.",Yes,60,23090,52183.4,0.04,394,64.55,11133.66
84832,Mylan (formerly Matrix) Nashik,Yes,30,3000,12120,0.13,188,14.99,1478.35
84833,Mylan (formerly Matrix) Nashik,Yes,30,1644,6641.76,0.13,97,8.22,1620.19
84835,Mylan (formerly Matrix) Nashik,Yes,120,63353,1330413,0.18,32671,1645.72,Freight Included in Commodity Cost
84836,Hetero Unit III Hyderabad IN,No,120,6000,126000,0.18,Weight Captured Separately,155.86,Freight Included in Commodity Cost
84837,"Aurobindo Unit III, India",No,120,43169,906549,0.18,Weight Captured Separately,1121.4,Freight Included in Commodity Cost
84838,Hetero Unit III Hyderabad IN,Yes,60,225,508.5,0.04,81,0.63,1641
84839,"Strides, Bangalore, India.",Yes,60,960,7958.4,0.14,111,9.84,1047.34
84841,ABBVIE Ludwigshafen Germany,No,120,12022,243084.84,0.17,See DN-3267 (ID#:83708),300.7,See DN-3267 (ID#:83708)
84842,Mylan (formerly Matrix) Nashik,No,60,20697,177580.26,0.14,See DN-3268 (ID#:82595),219.67,See DN-3268 (ID#:82595)
84843,Hetero Unit III Hyderabad IN,Yes,30,8000,37600,0.16,315,52.72,10807.98
84844,"Aurobindo Unit III, India",Yes,60,43680,285667.2,0.11,6535,353.37,5950.16
84846,"Aurobindo Unit III, India",No,30,19086,112034.82,0.2,See DN-3295 (ID#:83155),138.59,See DN-3295 (ID#:83155)
84847,"Aurobindo Unit III, India",No,60,3342,38299.32,0.19,See DN-3295 (ID#:83155),47.38,See DN-3295 (ID#:83155)
84848,"Aurobindo Unit III, India",No,60,2880,33004.8,0.19,See DN-3296 (ID#:83156),40.83,See DN-3296 (ID#:83156)
84849,"Aurobindo Unit III, India",Yes,240,435,5254.8,0.05,116,6.5,3100
84850,Mylan (formerly Matrix) Nashik,No,60,80322,312452.58,0.06,See DN-3316 (ID#:83160),386.5,See DN-3316 (ID#:83160)
84851,Hetero Unit III Hyderabad IN,Yes,60,52483,118611.58,0.04,3832,146.72,4356.74
84852,"Strides, Bangalore, India.",No,60,14404,56031.56,0.06,See DN-3317 (ID#:84851),69.31,See DN-3317 (ID#:84851)
84853,"Strides, Bangalore, India.",No,60,87707,378894.24,0.07,See DN-3318 (ID#:83716),468.69,See DN-3318 (ID#:83716)
84854,Hetero Unit III Hyderabad IN,Yes,60,17782,152569.56,0.14,Weight Captured Separately,188.73,41352.75
84855,Hetero Unit III Hyderabad IN,Yes,60,60000,495600,0.14,8750,613.06,28864.27
84856,Hetero Unit III Hyderabad IN,Yes,60,140,278.6,0.03,9,0.34,1118.22
84857,Hetero Unit III Hyderabad IN,No,60,131520,303811.2,0.04,See DN-3337 (ID#:84290),375.81,See DN-3337 (ID#:84290)
84858,"Aurobindo Unit III, India",No,60,21984,159823.68,0.12,See DN-3339 (ID#:83718),197.7,See DN-3339 (ID#:83718)
84859,Hetero Unit III Hyderabad IN,Yes,60,1300,8333,0.11,77,10.31,1149.07
84860,"Strides, Bangalore, India.",Yes,90,5117,47588.1,0.1,333,58.87,1956
84863,Mylan (formerly Matrix) Nashik,Yes,30,66205,814321.5,0.41,12121,1007.32,Freight Included in Commodity Cost
84864,"Cipla, Goa, India",Yes,30,100619,1237613.7,0.41,47387,1530.93,30981.39
84865,Mylan (formerly Matrix) Nashik,No,30,100000,1115000,0.37,See DN-3368 (ID#:83730),1379.26,See DN-3368 (ID#:83730)
84866,Mylan (formerly Matrix) Nashik,Yes,60,11833,135606.18,0.19,Weight Captured Separately,167.74,Invoiced Separately
84867,"Aurobindo Unit III, India",Yes,60,4068,25425,0.1,268,26.14,20225.07
84868,"Aurobindo Unit III, India",No,240,6816,58004.16,0.04,See DN-3421 (ID#:82617),71.75,See DN-3421 (ID#:82617)
84869,"Aurobindo Unit III, India",No,240,225,472.5,0.01,See DN-3425 (ID#:82618),0.58,See DN-3425 (ID#:82618)
84870,Hetero Unit III Hyderabad IN,No,60,13290,74158.2,0.09,See DN-3428 (ID#:83186),91.73,See DN-3428 (ID#:83186)
84873,Mylan (formerly Matrix) Nashik,Yes,30,64500,719175,0.37,7248,889.62,11571.94
84874,"Cipla, Goa, India",No,60,9301,21392.3,0.04,See DN-3458 (ID#:83196),26.46,See DN-3458 (ID#:83196)
84875,"Cipla, Goa, India",No,60,7894,33944.2,0.07,See DN-3458 (ID#:83196),41.99,See DN-3458 (ID#:83196)
84876,"Cipla, Goa, India",Yes,60,2200,8250,0.06,192,10.21,3649.76
84877,"Aurobindo Unit III, India",No,120,27,567,0.18,See DN-3381 (ID#:84319),0.7,See DN-3381 (ID#:84319)
84879,"Aurobindo Unit VII, IN",Yes,30,70000,780500,0.37,18957,965.48,16813.62
84880,"Cipla, Goa, India",Yes,60,841,3153.75,0.06,73,3.9,1500
84883,Hetero Unit III Hyderabad IN,Yes,30,14,156.1,0.37,38142,0.19,49199.75
84884,"Aurobindo Unit III, India",Yes,240,4000,7440,0.01,1928,9.2,8050.55
84887,Mylan (formerly Matrix) Nashik,Yes,120,2300,47104,0.17,613,58.27,4676.4
84889,"Cipla, Patalganga, India",Yes,60,25000,157500,0.1,2266,194.83,2352.52
84890,"Aurobindo Unit III, India",Yes,60,16357,185815.52,0.19,1635,229.85,6007.2
84891,Hetero Unit III Hyderabad IN,Yes,30,52800,248160,0.16,5412,306.97,6951.84
84893,"Strides, Bangalore, India.",No,60,8201,30753.75,0.06,See DN-3546 (ID#:82651),38.04,See DN-3546 (ID#:82651)
84894,"Aurobindo Unit III, India",No,60,1915,7660,0.07,See DN-3547 (ID#:83763),9.48,See DN-3547 (ID#:83763)
84895,Mylan (formerly Matrix) Nashik,Yes,60,255001,2106308.26,0.14,60779,2605.5,30936.1
84896,"Strides, Bangalore, India.",Yes,90,5923,55083.9,0.1,365,56.63,3481.29
84898,"Aurobindo Unit III, India",No,60,25000,168250,0.11,See DN-3553 (ID#:82653),208.13,See DN-3553 (ID#:82653)
84899,Mylan (formerly Matrix) Nashik,No,60,2723,18325.79,0.11,See DN-3561 (ID#:82654),18.84,See DN-3561 (ID#:82654)
84900,Mylan (formerly Matrix) Nashik,No,120,777,15912.96,0.17,See DN-3561 (ID#:82654),16.36,See DN-3561 (ID#:82654)
84901,"Aurobindo Unit III, India",No,240,630,1171.8,0.01,See DN-3561 (ID#:82654),1.2,See DN-3561 (ID#:82654)
84903,"Micro labs, Verna, Goa, India",Yes,60,1209,2696.07,0.04,609,3.34,3526.69
84904,"Aurobindo Unit III, India",No,240,13000,18590,0.01,See DN-3567 (ID#:84342),23,See DN-3567 (ID#:84342)
84905,"Cipla, Goa, India",No,60,1702,11454.46,0.11,See DN-3581 (ID#:83219),11.78,See DN-3581 (ID#:83219)
84906,"Strides, Bangalore, India.",No,90,48,446.4,0.1,See DN-3585 (ID#:83223),0.46,See DN-3585 (ID#:83223)
84907,"Aurobindo Unit III, India",No,60,803,5018.75,0.1,See DN-3585 (ID#:83223),5.16,See DN-3585 (ID#:83223)
84908,"Hetero, Jadcherla, unit 5, IN",No,30,25000,83250,0.11,See DN-3586 (ID#:83224),85.58,See DN-3586 (ID#:83224)
84909,"Aurobindo Unit III, India",No,60,3757,25284.61,0.11,See DN-3589 (ID#:82657),25.99,See DN-3589 (ID#:82657)
84910,Mylan (formerly Matrix) Nashik,Yes,120,33086,664036.02,0.17,5065,821.41,2352.52
84911,Hetero Unit III Hyderabad IN,No,30,26000,122200,0.16,See DN-3599 (ID#:84351),151.16,See DN-3599 (ID#:84351)
84913,ABBVIE Ludwigshafen Germany,Yes,120,15826,299111.4,0.16,3814,370,29674.92
84914,"Strides, Bangalore, India.",No,90,74,688.2,0.1,See DN-3626 (ID#:83781),0.71,See DN-3626 (ID#:83781)
84915,"Strides, Bangalore, India.",No,60,210,468.3,0.04,See DN-3626 (ID#:83781),0.48,See DN-3626 (ID#:83781)
84916,Mylan (formerly Matrix) Nashik,Yes,30,3300,12474,0.13,259,15.43,1008.9
84917,Hetero Unit III Hyderabad IN,No,30,52200,562716,0.36,See DN-3632 (ID#:82665),578.47,See DN-3632 (ID#:82665)
84918,"Aurobindo Unit III, India",Yes,240,30,251.4,0.03,11,0.26,871.8
84919,Ranbaxy per Shasun Pharma,No,30,29440,136601.6,0.15,See DN-3648 (ID#:84360),140.43,See DN-3648 (ID#:84360)
84920,"Aurobindo Unit III, India",No,30,3291,44494.32,0.45,See DN-3655 (ID#:83237),45.74,See DN-3655 (ID#:83237)
84921,"Aurobindo Unit III, India",No,30,3709,50145.68,0.45,See DN-3655 (ID#:83237),51.55,See DN-3655 (ID#:83237)
84922,"Strides, Bangalore, India.",Yes,60,75235,610155.85,0.14,9080,627.24,34551.83
84925,"Strides, Bangalore, India.",Yes,60,2581,9678.75,0.06,110,9.95,1955.22
84926,Hetero Unit III Hyderabad IN,Yes,30,61123,658905.94,0.36,8281,815.07,14311
84927,ABBVIE Ludwigshafen Germany,Yes,120,54000,1020600,0.16,11971,1262.48,44448.75
84928,"Aurobindo Unit VII, IN",Yes,30,225000,2425500,0.36,37973,3000.34,15873.95
84929,Hetero Unit III Hyderabad IN,Yes,60,30666,67771.86,0.04,1878,83.83,11085.83
84930,Mylan (formerly Matrix) Nashik,Yes,60,92125,608025,0.11,7982,625.05,45180.63
84931,"Strides, Bangalore, India.",Yes,90,10534,97966.2,0.1,2,100.71,45180.62
84934,Mylan (formerly Matrix) Nashik,Yes,120,1031,20321.01,0.16,298,20.89,4353.04
84935,"Strides, Bangalore, India.",No,30,573,1839.33,0.11,See DN-3739 (ID#:83804),2.28,See DN-3739 (ID#:83804)
84936,"Aurobindo Unit III, India",Yes,100,6778,8811.4,0.01,1358,9.06,3150.3
84937,"Strides, Bangalore, India.",No,30,30000,96300,0.11,See DN-3752 (ID#:84373),99,See DN-3752 (ID#:84373)
84938,Mylan (formerly Matrix) Nashik,Yes,30,2555,34543.6,0.45,227,35.51,227.19
84939,"Strides, Bangalore, India.",Yes,30,20340,65291.4,0.11,1242,67.12,9384
84940,ABBVIE Ludwigshafen Germany,Yes,120,14758,278926.2,0.16,3030,345.03,2994.62
84942,"Aurobindo Unit III, India",No,100,28464,37003.2,0.01,See DN-3762 (ID#:82685),45.77,See DN-3762 (ID#:82685)
84943,"Aurobindo Unit VII, IN",Yes,30,153560,721732,0.16,18528,741.94,31514.85
84944,Hetero Unit III Hyderabad IN,Yes,60,44716,101058.16,0.04,5925,103.89,13770.65
84945,"Aurobindo Unit III, India",Yes,240,301,0,0,Weight Captured Separately,0,Invoiced Separately
84947,"Cipla, Goa, India",No,30,8283,26588.43,0.11,See DN-3875 (ID#:83255),27.33,See DN-3875 (ID#:83255)
84949,Hetero Unit III Hyderabad IN,Yes,30,800,3024,0.13,64,3.11,166.96
84950,"Strides, Bangalore, India.",Yes,30,108650,348766.5,0.11,9741,358.53,9360.14
84951,"Strides, Bangalore, India.",No,60,48253,105191.54,0.04,See DN-3825 (ID#:82702),108.14,See DN-3825 (ID#:82702)
84952,"Strides, Bangalore, India.",Yes,60,26700,66483,0.04,1307,68.34,1482.7
84953,Hetero Unit III Hyderabad IN,Yes,60,100000,652000,0.11,8528,670.26,8635.96
84955,Hetero Unit III Hyderabad IN,Yes,60,39132,86481.72,0.04,2426,88.9,2413.89
84956,"Cipla, Patalganga, India",No,60,3274,18432.62,0.09,See DN-3842 (ID#:82706),18.95,See DN-3842 (ID#:82706)
84957,Mylan (formerly Matrix) Nashik,No,30,1540,5821.2,0.13,See DN-3843 (ID#:82707),5.98,See DN-3843 (ID#:82707)
84966,"Strides, Bangalore, India.",Yes,60,2274,8527.5,0.06,100,8.77,1511.4
84967,"Strides, Bangalore, India.",No,30,6600,21186,0.11,See DN-3865 (ID#:82723),21.78,See DN-3865 (ID#:82723)
84968,Mylan (formerly Matrix) Nashik,Yes,60,20000,74600,0.06,3431,92.28,19379.94
84969,Mylan (formerly Matrix) Nashik,Yes,120,32905,648557.55,0.16,5111,666.72,10944.73
84970,Mylan (formerly Matrix) Nashik,Yes,60,74930,607682.3,0.14,9100,624.7,6507.33
84971,"Cipla, Goa, India",Yes,240,1090,2289,0.01,408,2.35,5580.44
84972,"Cipla, Goa, India",Yes,240,2125,4462.5,0.01,796,5.52,5603.78
84974,"Aurobindo Unit III, India",Yes,60,2651,14421.44,0.09,155,14.83,3028.36
84975,Mylan (formerly Matrix) Nashik,No,60,45520,369167.2,0.14,See DN-3913 (ID#:84409),379.5,See DN-3913 (ID#:84409)
84978,"Cipla, Goa, India",Yes,60,4000,8600,0.04,474,8.84,1332.7
84979,"Aurobindo Unit III, India",No,60,7977,90618.72,0.19,See DN-3939 (ID#:82732),93.16,See DN-3939 (ID#:82732)
84980,Ranbaxy per Shasun Pharma,Yes,30,11536,54219.2,0.16,1046,55.74,1157.78
84981,"Aurobindo Unit III, India",Yes,240,10000,13000,0.01,3731,13.36,4329.61
84982,"Aurobindo Unit III, India",Yes,240,100,838,0.03,44,0.86,863.24
84984,Mylan (formerly Matrix) Nashik,No,60,2532,16711.2,0.11,See DN-3952 (ID#:82736),17.18,See DN-3952 (ID#:82736)
84988,"Cipla, Goa, India",Yes,60,15000,29850,0.03,1037,30.69,891.65
84991,Hetero Unit III Hyderabad IN,No,60,5850,12753,0.04,See DN-3954 (ID#:82743),13.11,See DN-3954 (ID#:82743)
84992,"Cipla, Goa, India",No,240,714,1499.4,0.01,See DN-3975 (ID#:82748),1.54,See DN-3975 (ID#:82748)
84994,"Cipla, Goa, India",No,60,100000,811000,0.14,See DN-3999 (ID#:82752),833.71,See DN-3999 (ID#:82752)
84995,Mylan (formerly Matrix) Nashik,Yes,30,12783,151989.87,0.4,1371,156.25,7585.82
84996,"Cipla, Patalganga, India",Yes,60,137,697.33,0.08,2014,0.72,7726.12
84997,"Strides, Bangalore, India.",Yes,30,64445,206868.45,0.11,5678,212.66,20052.11
84999,Hetero Unit III Hyderabad IN,Yes,60,126840,853633.2,0.11,11283,877.53,42947.44
85000,Hetero Unit III Hyderabad IN,No,30,380,1436.4,0.13,See DN-4032 (ID#:82757),1.48,See DN-4032 (ID#:82757)
85001,"Aurobindo Unit III, India",No,120,13642,264381.96,0.16,See DN-4032 (ID#:82757),271.78,See DN-4032 (ID#:82757)
85002,Mylan (formerly Matrix) Nashik,Yes,30,45000,485100,0.36,5083,498.68,6948.04
85003,ABBVIE Ludwigshafen Germany,No,120,3663,69230.7,0.16,See DN-4041 (ID#:83291),71.17,See DN-4041 (ID#:83291)
85004,Hetero Unit III Hyderabad IN,Yes,60,33147,218770.2,0.11,32,224.9,5798.14
85005,Mylan (formerly Matrix) Nashik,Yes,60,320300,2472716,0.13,87076,2541.95,194623.44
85007,Hetero Unit III Hyderabad IN,No,30,4236,15037.8,0.12,See DN-4064 (ID#:82765),15.46,See DN-4064 (ID#:82765)
85008,Mylan (formerly Matrix) Nashik,Yes,60,132000,871200,0.11,10615,895.59,22520.71
85009,"Cipla, Kurkumbh, India",Yes,30,4,18.44,0.15,34119,0.02,69737
85010,"Cipla, Goa, India",Yes,60,6000,11940,0.03,404,14.05,2055.25
85011,"Cipla, Goa, India",Yes,60,19389,38778,0.03,1293,39.86,4916
85012,Hetero Unit III Hyderabad IN,Yes,60,3194,24657.68,0.13,23220,25.35,51645.79
85013,ABBVIE Ludwigshafen Germany,Yes,120,11607,219372.3,0.16,2653,258.2,14056.46
85018,Mylan (formerly Matrix) Nashik,No,30,9360,89856,0.32,See DN-4144 (ID#:82781),105.76,See DN-4144 (ID#:82781)
85019,"Mylan,  H-12 & H-13, India",Yes,60,1700,3315,0.03,268,3.9,1061.37
85020,Hetero Unit III Hyderabad IN,Yes,60,51431,335330.12,0.11,19196,344.72,43055.82
85022,"Strides, Bangalore, India.",Yes,30,108856,339630.72,0.1,6431,399.75,43219.06
85024,Hetero Unit III Hyderabad IN,No,30,200000,1920000,0.32,See DN-4190 (ID#:84461),1973.76,See DN-4190 (ID#:84461)
85025,"Aurobindo Unit III, India",Yes,240,140,956.2,0.03,139,1.13,973.2
85026,"Cipla, Kurkumbh, India",Yes,30,13549,62189.91,0.15,1354,63.93,Freight Included in Commodity Cost
85027,Mylan (formerly Matrix) Nashik,Yes,60,912,3283.2,0.06,71,3.38,134
85029,Hetero Unit III Hyderabad IN,No,30,100000,960000,0.32,See DN-4255 (ID#:83911),1129.92,See DN-4255 (ID#:83911)
85030,Mylan (formerly Matrix) Nashik,No,60,36971,241050.92,0.11,See DN-4253 (ID#:83334),247.8,See DN-4253 (ID#:83334)
85031,Hetero Unit III Hyderabad IN,No,60,25526,166429.52,0.11,See DN-4253 (ID#:83334),171.09,See DN-4253 (ID#:83334)
85032,Mylan (formerly Matrix) Nashik,Yes,60,13660,49176,0.06,849,50.55,1871.34
85035,Mylan (formerly Matrix) Nashik,No,30,7500,26625,0.12,See DN-4177 (ID#:82804),27.37,See DN-4177 (ID#:82804)
85036,Hetero Unit III Hyderabad IN,Yes,30,121000,1161600,0.32,35884,1194.12,68103.71
85037,Mylan (formerly Matrix) Nashik,No,30,170780,1639488,0.32,See DN-4291 (ID#:85036),1685.39,See DN-4291 (ID#:85036)
85038,"Cipla, Patalganga, India",Yes,60,14476,57180.2,0.07,839,67.3,8402.24
